source_id,niveau,montant,unite,ordre,order_niveau_regle,cible,flag_chiffre_independant_des_benefs,exception,cible_si_independant,flag_optionel,min,max,flag_cible_multiple,flag_delegation
535401,3,25,%,6,3,actions privilégiées,False,False,False,False,False,False,False,False
535401,3,25,%,7,4,parts,False,False,False,False,False,False,False,False
535401,3,7,%,8,5,actions ordinaires,False,False,False,False,False,False,False,False
535401,3,1,%,9,6,actions des deux catégories,False,False,False,False,False,False,False,False
535420,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535420,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535457,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535457,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535457,2,85,%,3,1,actions,False,False,False,False,False,False,False,False
535476,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535476,1,6,%,2,2,intérêt aux actions,False,et sauf prélèvements en faveur des réserves ou amortissements,True,False,False,False,False,False
535476,2,15,%,4,2,conseil d’administration,False,False,False,False,False,False,False,False
535476,2,85,%,5,3,actions,False,False,False,False,False,False,False,False
535508,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535528,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535528,1,20,%,2,2,fonds de prévoyance,False,False,False,False,False,au maximum à un fonds de prévoyance,False,False
535528,1,7,%,3,3,actions privilégiées,True,False,False,False,False,False,False,False
535528,1,5,%,4,4,intérêt aux actions,True,False,False,False,False,False,False,False
535528,1,90,%,5,5,actions privilégiées,False,False,False,False,False,False,False,False
535552,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535552,1,6,%,2,2,actions de priorité,True,False,False,False,False,False,False,False
535552,1,6,%,3,3,intérêt aux actions,True,False,False,False,False,False,False,False
535552,2,90,%,4,1,actions,False,False,False,False,False,False,False,False
535574,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535574,1,6,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535574,2,5,%,3,1,directeur,False,False,False,False,False,False,False,False
535574,3,20,%,4,1,parts,False,False,False,False,False,False,False,False
535574,3,80,%,5,2,actions,False,False,False,False,False,False,False,False
535593,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535593,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535593,2,1,%,3,1,chaque administrateur,False,False,False,False,False,False,True,False
535623,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535623,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535623,2,20,%,3,1,parts de fondateur,False,False,False,False,False,False,False,False
535623,2,14,%,4,2,conseil d’administration,False,False,False,False,False,au maximum au conseil d’administration,False,False
535623,2,1,%,5,3,commissaires,False,False,False,False,False,au maximum aux commissaires,False,False
535646,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535646,1,6,%,2,2,intérêt aux actions,False,aux actions sauf affectation de prévoyance,True,False,False,False,False,False
535669,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535669,1,6,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535681,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535681,1,6,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535681,2,10,%,3,1,personnel,False,False,False,False,False,False,False,False
535681,2,75,%,4,2,actions,False,False,False,False,False,False,False,False
535701,1,5,%,1,1,réserve,False,False,False,False,False,False,False,False
535701,1,1,%,2,2,chaque administrateur,False,False,False,False,False,False,True,False
535722,1,10,%,1,1,fonds de prévoyance,False,False,False,False,False,et  pour constituer un fonds de prévoyance jusqu’à ce que ce fonds ait atteint 1 million de francs,False,False
535741,1,5,%,1,1,réserve,False,False,False,False,False,False,False,False
535741,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535741,2,10,%,3,1,conseil d’administration,False,False,False,False,False,False,False,False
535741,2,90,%,4,2,actions,False,False,False,False,False,False,False,False
535762,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535762,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535762,2,10,%,3,1,conseil d’administration,False,False,False,False,False,False,False,False
535762,2,90,%,4,2,actions,False,False,False,False,False,False,False,False
535783,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535783,1,6,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535783,2,80,%,3,1,actions,False,False,False,False,False,False,False,False
535783,2,11,%,4,2,conseil d’administration,False,False,False,False,False,False,False,False
535816,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535816,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535816,1,10,%,3,3,conseil d’administration,False,False,False,False,False,False,False,False
535816,1,90,%,4,4,actions,False,False,False,False,False,False,False,False
535833,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535833,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535849,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535849,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535864,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535864,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535881,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535881,1,5,%,2,2,intérêt aux actions privilégiées,True,False,False,False,False,False,False,False
535881,1,5,%,3,3,intérêt aux actions,True,False,False,False,False,False,False,False
535881,2,10,%,4,1,conseil,False,False,False,False,False,False,False,False
535881,2,10,%,5,2,personnel,False,sauf prélèvements pour réserves supplémentaires,True,False,False,False,False,False
535881,3,65,%,7,2,actions ordinaires,False,False,False,False,False,False,False,False
535881,3,35,%,8,3,parts de fondateur,False,False,False,False,False,False,False,False
535896,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535896,1,6,%,2,2,intérêt aux actions privilégiées,True,False,False,False,False,False,False,False
535896,2,6,%,3,1,actions ordinaires,False,False,False,False,False,False,False,False
535922,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535922,1,8,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535922,2,10,%,3,1,conseil d’administration,False,False,False,False,False,False,False,False
535922,2,30,%,4,2,parts,False,False,False,False,False,False,False,False
535922,2,60,%,5,3,actions,False,False,False,False,False,False,False,False
535947,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535947,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535947,2,10,%,3,1,conseil d’administration,False,False,False,False,False,False,False,False
535947,2,90,%,4,2,actions,False,False,False,False,False,False,False,False
535966,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535966,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535966,2,10,%,3,1,conseil d’administration,False,False,False,False,False,False,False,False
535966,2,5,%,4,2,direction,False,False,False,False,False,False,False,False
535998,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
535998,1,8,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
535998,1,8,%,3,3,intérêt cumulatif aux actions de priorité,True,False,False,False,False,False,False,False
535998,2,12,%,4,1,conseil,False,False,False,False,False,False,False,False
535998,3,1,%,5,1,actions privilégiées,False,False,False,False,False,False,False,False
536017,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536017,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536032,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536032,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536032,1,20,%,3,3,parts,False,False,False,False,False,False,False,False
536032,1,65,%,4,4,actions,False,False,False,False,False,False,False,False
536052,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536052,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536071,1,10,%,1,1,réserve,False,False,False,False,False,False,False,False
536071,1,5,%,2,2,intérêt cumulatif aux actions de priorité,True,False,False,False,False,False,False,False
536071,1,5,%,3,3,intérêt aux actions,True,False,False,False,False,False,False,False
536071,1,8,%,4,4,direction,False,False,False,False,False,False,False,False
536083,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536083,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536083,2,15,%,3,1,conseil,False,False,False,False,False,False,False,False
536083,2,85,%,4,2,actions,False,False,False,False,False,False,False,False
536103,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536103,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536103,2,10,%,3,1,conseil d’administration,False,False,False,False,False,False,False,False
536103,2,15,%,4,2,fonds de prévoyance,False,False,False,False,False,False,False,False
536103,2,75,%,5,3,actions,False,False,False,False,False,False,False,False
536129,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536129,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536129,2,75,Francs,3,1,actions,False,False,False,False,False,False,False,False
536151,1,5,%,1,1,réserve légale,False,sauf affectation spéciale décidée par l’assemblée,True,False,False,False,False,False
536163,1,10,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536163,1,3,%,2,2,personnel,False,False,False,False,False,False,False,False
536163,1,5,%,3,3,conseil d’administration,False,False,False,False,False,False,False,False
536180,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536180,1,6,%,2,2,actions privilégiées,True,False,False,False,False,False,False,False
536180,3,09,Francs,3,1,actions privilégiées,False,False,False,False,False,False,False,False
536197,1,10,%,1,1,réserve,False,False,False,False,False,False,False,False
536197,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536197,2,1/2,%,3,1,administrateurs,False,False,False,False,False,False,True,False
536197,2,1/6,%,4,2,commissaires,False,False,False,False,False,False,True,False
536197,2,40,%,5,3,actions,False,False,False,False,False,False,False,False
536213,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536213,1,6,%,2,2,actions privilégiées,True,False,False,False,False,False,False,False
536213,2,12,%,3,1,actions privilégiées,False,False,False,False,False,False,False,False
536213,3,5,%,4,1,intérêt aux actions privilégiées,True,False,False,False,False,False,False,False
536213,4,10,%,5,1,conseil d’administration et au collège des commissaire,False,False,False,False,False,False,False,False
536213,4,40,%,6,2,actions privilégiées,False,False,False,False,False,False,False,False
536213,4,50,%,7,3,actions,False,False,False,False,False,False,False,False
536227,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536227,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536227,2,60,%,3,1,actions,False,False,False,False,False,False,False,False
536227,2,40,%,4,2,parts,False,False,False,False,False,False,False,False
536245,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536245,1,6,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536245,2,90,%,3,1,actions,False,False,False,False,False,False,False,False
536260,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536260,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536260,1,90,%,3,3,actions,False,False,False,False,False,False,False,False
536272,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536272,2,5,%,2,1,personnel,False,False,False,False,False,False,False,False
536272,2,8,%,3,2,intérêt aux actions,True,False,False,False,False,False,False,False
536283,1,5,%,1,1,réserve,False,False,False,False,False,False,False,False
536283,1,6,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536283,2,8,%,3,1,direction,False,False,False,False,False,False,False,False
536283,2,8,%,4,2,personnel,False,False,False,False,False,False,False,False
536296,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536296,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536296,2,85,%,3,1,actions,False,False,False,False,False,False,False,False
536296,2,40,Francs,4,2,actions ordinaires,False,False,False,False,False,False,False,False
536316,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536316,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536331,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536331,1,5,%,2,2,fonds d’amortissement,False,False,False,False,False,False,False,False
536331,2,6,%,3,1,actions,False,False,False,False,False,False,False,False
536331,2,1925,Francs,4,2,actions,False,False,False,False,False,False,False,False
536360,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536360,1,5,%,2,2,actions de priorité,True,False,False,False,False,False,False,False
536360,1,5,%,3,3,intérêt aux actions,True,False,False,False,False,False,False,False
536360,1,10,%,4,4,actions de priorité,False,False,False,False,False,False,False,False
536360,2,10,%,5,1,conseil,False,False,False,False,False,False,False,False
536360,2,45,%,6,2,parts,False,False,False,False,False,False,False,False
536360,2,45,%,7,3,actions ordinaires,False,False,False,False,False,False,False,False
536383,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536383,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536383,2,15,%,3,1,administrateurs,False,False,False,False,False,False,False,False
536383,2,85,%,4,2,actionnaires,False,False,False,False,False,False,False,False
536399,1,5,%,1,1,réserve,False,False,False,False,False,False,False,False
536420,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536420,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536420,2,20,%,3,1,fonds de prévoyance,False,False,False,False,False,False,False,False
536420,2,70,%,4,2,actions,False,False,False,False,False,False,False,False
536440,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536440,1,5,%,2,2,actions de capital,True,False,False,False,False,False,False,False
536440,2,5,%,3,1,fonds d’amortissement,False,False,False,False,False,False,False,False
536440,2,5,%,4,2,fonds d’amortissement,False,False,False,False,False,False,False,False
536440,2,85,%,5,3,actions,False,False,False,False,False,False,False,False
536458,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536458,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536458,1,10,%,3,3,conseil d’administration,False,False,False,False,False,False,False,False
536458,1,15,%,4,4,parts de fondateur,False,False,False,False,False,False,False,False
536458,1,75,%,5,5,actions,False,False,False,False,False,False,False,False
536477,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536477,1,6,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536477,3,80,%,3,1,actions,False,False,False,False,False,False,False,False
536477,3,20,%,4,2,parts,False,False,False,False,False,False,False,False
536500,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536500,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536500,2,90,%,3,1,actions,False,False,False,False,False,False,False,False
536526,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536526,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536526,2,90,%,3,1,actions,False,False,False,False,False,False,False,False
536547,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536547,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536547,2,80,%,3,1,actions,False,False,False,False,False,False,False,False
536561,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536561,1,6,%,2,2,intérêt cumulatif aux actions de priorité,True,False,False,False,False,False,False,False
536561,1,6,%,3,3,intérêt aux actions,True,False,False,False,False,False,False,False
536561,2,5,%,4,1,conseil,False,False,False,False,False,False,False,False
536561,3,90,%,5,1,actions,False,False,False,False,False,False,False,False
536580,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536580,1,8,%,2,2,intérêt aux actions privilégiées,True,False,False,False,False,False,False,False
536580,1,8,%,3,3,intérêt aux actions,True,False,False,False,False,False,False,False
536580,3,80,%,4,1,actions,False,False,False,False,False,False,False,False
536580,3,20,%,5,2,parts,False,False,False,False,False,False,False,False
536608,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536608,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536608,1,20,%,3,3,conseil d’administration,False,False,False,False,False,False,False,False
536608,1,80,%,4,4,actions,False,False,False,False,False,False,False,False
536633,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536633,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536633,2,10,%,3,1,conseil d’administration,False,False,False,False,False,False,False,False
536633,2,90,%,4,2,actions,False,False,False,False,False,False,False,False
536650,1,5,%,1,1,intérêt aux actions,True,False,False,False,False,False,False,False
536650,2,8,%,2,1,gérance,False,False,False,False,False,False,False,False
536650,2,15,%,3,2,fonds de réserve,False,False,False,False,False,False,False,False
536650,2,2,%,4,3,personnel,False,False,False,False,False,False,False,False
536650,2,70,%,5,4,actionnaires,False,False,False,False,False,False,False,False
536667,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536667,1,6,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536667,2,10,%,3,1,conseil d’administration,False,False,False,False,False,False,False,False
536667,2,90,%,4,2,actions,False,False,False,False,False,False,False,False
536685,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536685,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536685,2,10,%,3,1,personnel,False,False,False,False,False,False,False,False
536685,2,75,%,4,2,actions,False,False,False,False,False,False,False,False
536699,1,10,%,1,1,gérance,False,False,False,False,False,False,False,False
536699,1,10,%,2,2,fonds de réserve,False,False,False,False,False,au fonds de réserve jusqu’à concurrence de 12 millions (atteint en 1890),False,False
536699,1,80,%,3,3,actions,False,False,False,False,False,False,False,False
536714,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536714,1,6,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536714,1,15,%,3,3,administrateur-délégué,False,False,False,False,False,False,False,True
536714,1,75,%,4,4,actions,False,False,False,False,False,False,False,False
536737,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536737,1,6,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536753,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536753,1,7,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536753,3,50,%,3,1,actions,False,False,False,False,False,False,False,False
536753,3,50,%,4,2,parts,False,False,False,False,False,False,False,False
536767,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536767,1,8,%,2,2,actions de capital,True,False,False,False,False,False,False,False
536767,1,90,%,3,3,actions de capital et de jouissance,False,False,False,False,False,False,False,False
536767,1,75,Francs,4,4,actions de capital,False,False,False,False,False,False,False,False
536795,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536795,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536795,2,10,%,3,1,conseil d’administration,False,False,False,False,False,False,False,False
536795,2,90,%,4,2,actions,False,False,False,False,False,False,False,False
536813,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536813,1,6,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536826,1,5,%,1,1,réserve,False,False,False,False,False,à la réserve jusqu’à ce qu'elle atteigne le tiers du capital,False,False
536826,1,5,%,2,2,conseil,False,False,False,False,False,False,False,False
536840,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536840,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536840,2,85,%,3,1,actionnaires,False,False,False,False,False,False,False,False
536840,2,16,Francs,4,2,actions,False,False,False,False,False,False,False,False
536840,2,47,Francs,5,3,actions,False,False,False,False,False,False,False,False
536857,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536857,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536857,2,10,%,3,1,administrateur-délégué,False,False,False,False,False,False,False,True
536857,2,80,%,4,2,actions,False,False,False,False,False,False,False,False
536870,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536870,1,6,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536870,1,90,%,3,3,actionnaires,False,False,False,False,False,False,False,False
536884,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536884,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536884,2,73,%,3,1,actionnaires,False,False,False,False,False,False,False,False
536905,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536905,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536918,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536918,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536918,2,10,%,3,1,conseil d’administration,False,False,False,False,False,False,False,False
536918,2,90,%,4,2,actions,False,False,False,False,False,False,False,False
536937,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536937,1,6,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536937,2,75,%,3,1,actions,False,False,False,False,False,False,False,False
536962,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536962,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
536962,2,1,%,3,1,caisse de retraite des employés,False,False,False,False,False,False,False,False
536962,2,10,%,4,2,conseil d’administration,False,False,False,False,False,False,False,False
536962,2,15,%,5,3,conseil,False,False,False,False,False,False,False,False
536993,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
536993,1,95,%,2,2,actions,False,False,False,False,False,False,False,False
537020,2,5,%,1,1,fonds de réserve,False,False,False,False,False,False,False,False
537020,2,6,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
537036,2,5,%,1,1,réserve,False,False,False,False,False,False,False,False
537051,1,5,%,1,1,réserve,False,False,False,False,False,False,False,False
537051,2,8,%,2,1,intérêt aux actions,True,False,False,False,False,False,False,False
537051,3,10,%,3,1,administrateurs,False,False,False,False,False,False,False,False
537051,3,80,%,4,2,actionnaires,False,False,False,False,False,False,False,False
537067,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
537067,1,5,%,2,2,intérêt aux actions privilégiées,True,False,False,False,False,False,False,False
537067,1,5,%,3,3,intérêt aux actions,True,False,False,False,False,False,False,False
537067,1,5,%,4,4,fonds de prévoyance,False,False,False,False,False,False,False,False
537067,1,95,%,5,5,actions ordinaires,False,False,False,False,False,False,False,False
537067,1,55,Francs,6,6,actions privilégiées,False,False,False,False,False,False,False,False
537093,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
537093,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
537093,2,90,%,3,1,actionnaires,False,False,False,False,False,False,False,False
537110,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
537110,1,7,%,2,2,intérêt aux actions privilégiées,True,False,False,False,False,False,False,False
537110,1,6,%,3,3,intérêt aux actions,True,False,False,False,False,False,False,False
537110,2,,Francs,4,1,actions privilégiées,False,False,False,False,False,False,False,False
537132,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
537132,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
537132,2,90,%,3,1,actions,False,False,False,False,False,False,False,False
537132,2,10,%,4,2,conseil d’administration,False,False,False,False,False,False,False,False
537148,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
537148,1,6,%,2,2,intérêt aux actions privilégiées,True,False,False,False,False,False,False,False
537148,1,6,%,3,3,actions ordinaires,False,False,False,False,False,False,False,False
537148,2,25,%,4,1,parts,False,False,False,False,False,False,False,False
537148,2,65,%,5,2,actions,False,False,False,False,False,False,False,False
537176,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
537176,1,8,%,2,2,actions privilégiées,True,False,False,False,False,False,False,False
537176,1,6,%,3,3,actions ordinaires,False,False,False,False,False,False,False,False
537176,2,30,%,4,1,parts,False,False,False,False,False,False,False,False
537176,2,10,%,5,2,conseil d’administration,False,aux actions sauf prélèvements facultatifs,True,True,False,False,False,False
537195,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
537195,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
537212,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
537212,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
537212,2,10,%,3,1,fonds d’amortissement,False,False,False,False,False,False,False,False
537212,2,10,%,4,2,conseil d’administration,False,False,False,False,False,False,False,False
537212,2,80,%,5,3,actions,False,False,False,False,False,False,False,False
537212,2,30,Francs,6,4,actions de capital,False,False,False,False,False,False,False,False
537231,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
537231,1,6,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
537231,1,30,%,3,3,parts,False,False,False,False,False,False,False,False
537231,1,60,%,4,4,actions,False,False,False,False,False,False,False,False
537231,1,26,Francs,5,5,actions,False,False,False,False,False,False,False,False
537258,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
537258,1,4,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
537258,2,50,%,3,1,chaque administrateur,False,False,False,False,False,False,True,False
537258,3,70,%,4,1,actions,False,False,False,False,False,False,False,False
537258,3,30,%,5,2,parts,False,False,False,False,False,False,False,False
537294,1,6,%,1,1,intérêt aux actions,True,False,False,False,False,False,False,False
537294,1,25,%,2,2,réserve,False,False,False,False,False,False,False,False
537294,2,5,%,3,1,conseil d’administration,False,False,False,False,False,False,False,False
537294,2,10,%,4,2,actions de jouissance,False,False,False,False,False,False,False,False
537294,3,000,Francs,5,1,actions,False,False,False,False,False,False,False,False
537294,4,50,%,6,1,parts bénéficiaires,False,False,False,False,False,False,False,False
537294,4,50,%,7,2,parts,False,False,False,False,False,False,False,False
537310,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
537310,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
537310,2,90,%,3,1,actions,False,False,False,False,False,False,False,False
537342,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
537342,1,6,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
537342,2,1,%,3,1,chaque administrateur,False,False,False,False,False,False,True,False
537342,2,1/2,%,4,2,chaque commissaire,False,False,False,False,False,False,True,False
537342,2,6,%,5,3,personnel,False,False,False,False,False,False,False,False
537342,3,70,%,6,1,actions de capital,False,False,False,False,False,False,False,False
537342,3,30,%,7,2,actions de jouissance,False,False,False,False,False,False,False,False
537357,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
537357,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
537357,2,90,%,3,1,actions,False,False,False,False,False,False,False,False
537369,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
537369,2,15,%,2,1,conseil d’administration,False,False,False,False,False,False,False,False
537369,2,85,%,3,2,actions,False,False,False,False,False,False,False,False
537389,1,5,%,1,1,réserve,False,False,False,False,False,False,False,False
537389,2,6,%,2,1,intérêt aux actions,True,False,False,False,False,False,False,False
537389,3,20,%,3,1,administrateurs,False,False,False,False,False,False,False,False
537389,3,5,%,4,2,personnel,False,False,False,False,False,False,False,False
537389,3,75,%,5,3,actions,False,False,False,False,False,False,False,False
537407,1,5,%,1,1,réserve,False,False,False,False,False,False,False,False
537407,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
537407,2,10,%,3,1,conseil d’administration,False,False,False,False,False,False,False,False
537407,2,90,%,4,2,actions,False,False,False,False,False,False,False,False
537430,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
537430,1,6,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
537430,2,90,%,3,1,actions,False,False,False,False,False,False,False,False
537457,1,5,%,1,1,réserve légale,False,False,False,False,False,False,False,False
537457,1,5,%,2,2,intérêt aux actions,True,False,False,False,False,False,False,False
537457,2,5,%,3,1,administrateur-délégué,False,False,False,False,False,False,False,True
