source_id,niveau,montant,unite,ordre,cible,flag_chiffre_independant_des_benefs,exception,cible_si_independant,flag_optionel,min,max,flag_cible_multiple,flag_delegation
396597,2,10,%,3,conseil,0,,,0,,,0,0
396597,3,75,%,4,actions,0,,,0,,,0,0
396597,3,25,%,5,parts de fondateur,0,,,0,,,0,0
396616,1,5,%,1,réserve légale,0,,,0,,,0,0
396616,1,4,%,2,intérêt aux actions,1,,,0,,,0,0
396616,2,10,%,3,administrateurs,0,,,0,,,0,0
396633,1,5,%,1,réserve légale,0,,,0,,,0,0
396633,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
396633,2,15,%,3,conseil d’administration,0,,,0,,,0,0
396633,2,85,%,4,l’assemblée,0,,,0,,,0,0
396653,1,5,%,1,réserve légale,0,,,0,,,0,0
396653,1,6,%,2,actions de priorité,1,,,0,,,0,0
396653,1,6,%,3,intérêt aux actions,1,,,0,,,0,0
396653,2,50,%,4,parts bénéficiaires,0,,,0,,,0,0
396653,2,50,%,5,actions,0,,,0,,,0,0
396667,1,5,%,1,réserve légale,0,,,0,,,0,0
396667,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
396667,2,10,%,3,conseil d’administration,0,,,0,,,0,0
396667,2,90,%,4,actions,0,,,0,,,0,0
396683,1,5,%,1,réserve légale,0,,,0,,,0,0
396683,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
396683,3,10,%,3,conseil d’administration,0,,,0,,,0,0
396683,3,70,%,4,actions,0,,,0,,,0,0
396683,3,20,%,5,parts bénéficiaires,0,,,0,,,0,0
396702,1,5,%,1,réserve légale,0,,,0,,,0,0
396702,1,5,%,2,fonds d’amortissement,0,,,0,,,0,0
396702,1,4,%,3,intérêt aux actions,0,au conseil d’administration et (sauf prélèvement pour fonds de prévoyance),True,0,,,0,0
396702,2,90,%,5,actions,0,,,0,,,0,0
396723,1,5,%,1,réserve légale,0,,,0,,,0,0
396723,1,5,%,2,intérêt cumulatif aux actions de priorité,1,,,0,,,0,0
396723,1,5,%,3,actions ordinaires,0,,,0,,,0,0
396723,2,10,%,4,Conseil d’administration,0,,,0,,,0,0
396723,2,90,%,5,actions,0,,,0,,,0,0
396744,1,5,%,1,réserve légale,0,,,0,,,0,0
396744,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
396744,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
396762,1,5,%,1,réserve légale,0,,,0,,,0,0
396762,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
396762,2,10,%,3,conseil d’administration,0,,,0,,,0,0
396777,1,5,%,1,réserve légale,0,,,0,,,0,0
396777,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
396777,2,15,%,3,conseil d’administration et au collège des commissaire,0,,,0,,,0,0
396777,3,50,%,4,actions de capital,0,,,0,,,0,0
396777,3,50,%,5,actions de dividende,0,,,0,,,0,0
396794,1,5,%,1,réserve légale,0,,,0,,,0,0
396794,1,6,%,2,actions privilégiées,1,,,0,,,0,0
396794,2,10,%,3,conseil d’administration,0,,,0,,,0,0
396794,2,68,%,4,actions,0,,,0,,,0,0
396794,2,22,%,5,parts bénéficiaires,0,,,0,,,0,0
396811,1,5,%,1,réserve légale,0,,,0,,,0,0
396811,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
396811,2,10,%,3,conseil d’administration,0,,,0,,,0,0
396811,2,90,%,4,actions,0,,,0,,,0,0
396829,1,5,%,1,réserve légale,0,,,0,,,0,0
396829,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
396829,2,10,%,3,conseil,0,,,0,,,0,0
396829,2,15,%,4,conseil,0,,,0,,,0,0
396829,3,15,%,5,parts,0,,,0,,,0,0
396829,3,85,%,6,actions,0,,,0,,,0,0
396844,1,10,%,1,fonds de réserve,0,,,0,,,0,0
396844,2,5,%,2,réserve légale,0,,,0,,,0,0
396844,2,5,%,3,intérêt non cumulatif aux actions,1,,,0,,,0,0
396844,3,10,%,4,Conseil,0,,,0,,,0,0
396861,1,5,%,1,réserve légale,0,,,0,,,0,0
396861,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
396861,1,10,%,3,conseil d’administration,0,sauf prélèvement en faveur d’amortissements ou de réserves supplémentaires,True,0,,,0,0
396890,1,5,%,1,réserve légale,0,,,0,,,0,0
396890,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
396890,2,10,%,3,conseil d’administration,0,,,0,,,0,0
396890,2,15,%,4,parts de fondateur,0,,,0,,,0,0
396890,2,75,%,5,actions,0,,,0,,,0,0
396935,1,5,%,1,réserve légale,0,,,0,,,0,0
396935,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
396935,2,15,%,3,conseil d’administration,0,,,0,,,0,0
396955,1,5,%,1,réserve légale,0,,,0,,,0,0
396955,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
396955,2,10,%,3,conseil d’administration,0,,,0,,,0,0
396955,2,90,%,4,actions,0,,,0,,,0,0
396970,1,5,%,1,réserve,0,,,0,,,0,0
396970,1,4,%,2,intérêt aux actions,1,,,0,,,0,0
396970,1,50,%,3,chaque membre du conseil,0,,,0,,,1,0
396970,1,1,%,4,président,0,,,0,,,0,0
396970,2,75,%,5,actions,0,,,0,,,0,0
396970,2,25,%,6,parts bénéficiaires,0,,,0,,,0,0
396970,2,,Francs,7,actions,0,,,0,,,0,0
396989,1,5,%,1,réserve légale,0,,,0,,,0,0
396989,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
396989,3,75,%,3,actions,0,,,0,,,0,0
396989,3,25,%,4,Conseil d’administration,0,,,0,,,0,0
397007,1,5,%,1,réserve légale,0,,,0,,,0,0
397007,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397007,2,50,%,3,actions,0,,,0,,,0,0
397007,2,35,%,4,parts de fondateur,0,,,0,,,0,0
397007,2,000,Francs,5,conseil d’administration,0,,,0,,,0,0
397007,2,5,%,6,actions,0,,,0,,,0,0
397025,1,5,%,1,réserve légale,0,,,0,,,0,0
397025,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397025,1,20,%,3,actions,0,,,0,,,0,0
397025,1,5,%,4,conseil d’administration,0,,,0,,,0,0
397025,2,50,%,5,actions,0,,,0,,,0,0
397025,2,50,%,6,parts bénéficiaires,0,,,0,,,0,0
397041,1,5,%,1,réserve légale,0,,,0,,,0,0
397041,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397041,2,20,%,3,Conseil d’administration,0,,,0,,,0,0
397041,2,80,%,4,actions,0,,,0,,,0,0
397059,1,5,%,1,réserve légale,0,,,0,,,0,0
397059,1,6,%,2,intérêt non cumulatif aux actions,1,,,0,,,0,0
397059,2,10,%,3,conseil d’administration,0,,,0,,,0,0
397059,3,25,%,4,actions de priorité,0,,,0,,,0,0
397059,3,5,%,5,actions ordinaires,0,,,0,,,0,0
397085,1,5,%,1,réserve légale,0,,,0,,,0,0
397085,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397085,2,15,%,3,conseil,0,,,0,,,0,0
397085,2,85,%,4,actions,0,,,0,,,0,0
397108,1,5,%,1,réserve légale,0,,,0,,,0,0
397108,1,5,%,2,actions de priorité,1,,,0,,,0,0
397108,1,5,%,3,intérêt aux actions,1,,,0,,,0,0
397108,2,20,%,4,conseil d’administration,0,,,0,,,0,0
397108,2,80,%,5,actions,0,,,0,,,0,0
397130,1,5,%,1,réserve légale,0,,,0,,,0,0
397130,1,4,%,2,intérêt aux actions,1,,,0,,,0,0
397130,2,10,%,3,conseil d’administration,0,,,0,,,0,0
397163,1,15,%,1,réserve légale,0,,,0,,,0,0
397163,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397163,2,10,%,3,conseil d’administration,0,,,0,,,0,0
397163,3,50,%,4,actions,0,,,0,,,0,0
397163,3,50,%,5,parts,0,,,0,,,0,0
397181,1,5,%,1,réserve légale,0,,,0,,,0,0
397181,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397181,2,60,%,3,actions,0,,,0,,,0,0
397181,2,15,%,4,conseil d’administration,0,,,0,,,0,0
397181,2,5,%,5,conseil,0,,,0,,,0,0
397181,2,20,%,6,parts bénéficiaires,0,,,0,,,0,0
397199,2,5,%,1,actions,0,,,0,,,0,0
397199,3,15,%,2,conseil d’administration et au collège des commissaire,0,,,0,,,0,0
397199,3,85,%,3,actions,0,,,0,,,0,0
397216,1,5,%,1,réserve légale,0,,,0,,,0,0
397216,1,8,%,2,intérêt aux actions,1,,,0,,,0,0
397216,2,15,%,3,conseil d’administration,0,,,0,,,0,0
397216,3,50,%,4,actions,0,,,0,,,0,0
397216,3,50,%,5,parts de fondateur,0,,,0,,,0,0
397230,1,5,%,1,réserve légale,0,,,0,,,0,0
397230,1,10,%,2,fonds de prévoyance,0,,,0,,,0,0
397230,1,5,%,3,intérêt aux actions,1,,,0,,,0,0
397230,2,5,%,4,conseil d’administration,0,,,0,,,0,0
397230,3,50,%,5,actions,0,,,0,,,0,0
397230,3,50,%,6,parts bénéficiaires,0,,,0,,,0,0
397265,1,7,%,1,actions privilégiées,0,,,0,,,0,0
397289,1,6,%,1,intérêt aux actions,1,,,0,,,0,0
397289,2,10,%,2,conseil d’administration,0,,,0,,,0,0
397289,2,90,%,3,actions,0,,,0,,,0,0
397304,1,5,%,1,réserve légale,0,,,0,,,0,0
397304,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
397304,2,10,%,3,conseil d’administration,0,,,0,,,0,0
397321,1,5,%,1,réserve légale,0,,,0,,,0,0
397321,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397321,2,10,%,3,conseil d’administration,0,(sauf prélèvements pour réserves extraordinaires),True,0,,,0,0
397321,3,60,%,5,actions,0,,,0,,,0,0
397321,3,40,%,6,parts de fondateur,0,,,0,,,0,0
397337,1,5,%,1,réserve légale,0,,,0,,,0,0
397337,1,10,%,2,fonds de prévoyance,0,,,0,,,0,0
397337,1,5,%,3,intérêt aux actions,1,,,0,,,0,0
397337,3,75,%,4,actions,0,,,0,,,0,0
397337,3,10,%,5,Conseil d’administration,0,,,0,,,0,0
397355,2,6,%,1,intérêt aux actions,1,,,0,,,0,0
397355,3,15,%,2,Conseil d’administration et au collège des commissaire,0,,,0,,,0,0
397355,4,50,%,3,actions de capital,0,,,0,,,0,0
397355,4,50,%,4,actions de dividende,0,,,0,,,0,0
397374,1,15,%,1,réserve légale,0,,,0,,,0,0
397374,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397374,2,10,%,3,conseil d’administration,0,,,0,,,0,0
397374,3,75,%,4,actions,0,,,0,,,0,0
397374,3,25,%,5,parts bénéficiaires,0,,,0,,,0,0
397391,2,5,%,1,intérêt aux actions,1,,,0,,,0,0
397391,3,15,%,2,commissaires,0,,,0,,,0,0
397391,4,60,%,3,actions,0,,,0,,,0,0
397391,4,40,%,4,actions de dividende,0,,,0,,,0,0
397407,1,5,%,1,réserve légale,0,,,0,,,0,0
397407,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397407,1,10,%,3,conseil,0,,,0,,,0,0
397407,1,10,%,4,fonds d’amortissement,0,,,0,,,0,0
397424,1,5,%,1,réserve légale,0,,,0,,,0,0
397424,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
397424,2,10,%,3,conseil d’administration,0,,,0,,,0,0
397424,3,10,%,4,conseil,0,,,0,,,0,0
397424,4,60,%,5,actions,0,,,0,,,0,0
397424,4,40,%,6,parts bénéficiaires,0,,,0,,,0,0
397424,4,60,%,7,actions,0,,,0,,,0,0
397442,1,5,%,1,réserve légale,0,,,0,,,0,0
397442,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397442,2,10,%,3,Direction,0,,,0,,,0,0
397442,2,15,%,4,Conseil d’administration,0,,,0,,,0,0
397442,2,75,%,5,actionnaires,0,,,0,,,0,0
397442,2,75,%,6,actionnaires,0,,,0,,,0,0
397464,1,5,%,1,réserve légale,0,,,0,,,0,0
397464,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397464,2,80,%,3,actionnaires,0,,,0,,,0,0
397464,2,15,%,4,Conseil d’administration,0,,,0,,,0,0
397464,2,5,%,5,personnel,0,,,0,,,0,0
397479,1,5,%,1,réserve légale,0,,,0,,,0,0
397479,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397479,2,10,%,3,conseil,0,,,0,,,0,0
397479,3,75,%,4,actions,0,,,0,,,0,0
397479,3,25,%,5,parts,0,,,0,,,0,0
397497,1,10,%,1,conseil,0,,,0,,,0,0
397497,2,10,%,2,actions,0,,,0,,,0,0
397512,1,5,%,1,réserve légale,0,,,0,,,0,0
397512,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397512,2,15,%,3,Conseil d’administration,0,,,0,,,0,0
397512,2,75,%,4,actions,0,,,0,,,0,0
397512,2,10,%,5,parts bénéficiaires,0,,,0,,,0,0
397528,1,5,%,1,fonds de réserve,0,,,0,,,0,0
397548,1,5,%,1,réserve légale,0,,,0,,,0,0
397548,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397548,1,15,%,3,administrateurs,0,,,0,,,0,0
397565,1,7,%,1,actions de préférence,1,,,0,,,0,0
397565,1,10,%,2,intérêt aux actions,1,,,0,,,0,0
397565,1,15,%,3,actions,0,,,0,,Le surplus aux actions jusqu’à ce que chaque catégorie d’actions ait reçu respectivement un dividende de,1,0
397565,2,5,%,4,conseil d’administration,0,,,0,,,0,0
397578,1,5,%,1,réserve légale,0,,,0,,,0,0
397578,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397578,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
397578,3,5,%,4,Conseil d’administration,0,,,0,,,0,0
397591,1,10,%,1,conseil,0,,,0,,,0,0
397609,1,5,%,1,réserve légale,0,,,0,,,0,0
397609,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397609,2,15,%,3,personnel,0,,,0,,,0,0
397609,3,10,%,4,Conseil d’administration,0,,,0,,,0,0
397630,1,5,%,1,fonds de réserve,0,,,0,,,0,0
397630,1,5,%,2,actions,1,,,0,,,0,0
397630,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
397630,3,50,%,4,actions,0,,,0,,,0,0
397630,3,50,%,5,parts de fondateur,0,,,0,,,0,0
397650,1,5,%,1,fonds de réserve,0,,,0,,,0,0
397650,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
397650,2,10,%,3,conseil d’administration,0,,,0,,,0,0
397650,3,60,%,4,actionnaires,0,,,0,,,0,0
397650,3,40,%,5,parts de fondateur,0,,,0,,,0,0
397684,1,5,%,1,réserve légale,0,,,0,,,0,0
397684,1,7,%,2,intérêt cumulatif aux actions de priorité,1,,,0,,,0,0
397684,1,7,%,3,intérêt aux actions,1,,,0,,,0,0
397684,2,15,%,4,Conseil d’administration,0,,,0,,,0,0
397701,1,5,%,1,réserve légale,0,,,0,,,0,0
397701,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397701,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
397701,2,90,%,4,fonds de prévoyance,0,,,0,,,0,0
397719,1,2,%,1,actions,0,,,0,,,0,0
397719,1,15,%,2,actions privilégiées,0,,,0,,,0,0
397719,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
397719,3,50,%,4,actions,0,,,0,,,0,0
397719,3,30,%,5,actions privilégiées,0,,,0,,,0,0
397719,3,10,%,6,actions ordinaires,0,,,0,,,0,0
397719,3,10,%,7,Vendors shares,0,,,0,,,0,0
397733,1,4,%,1,intérêt cumulatif aux actions de priorité,1,,,0,,,0,0
397733,1,4,%,2,actions privilégiées,1,,,0,,,0,0
397733,1,6,%,3,intérêt non cumulatif aux actions,1,,,0,,,0,0
397733,2,93,%,4,actions ordinaires,0,,,0,,,0,0
397733,2,3,%,5,directeur,0,,,0,,,0,0
397733,2,4,%,6,commissaires,0,,,0,,,0,0
397782,1,5,%,1,fonds de Réserve,0,,,0,,,0,0
397782,1,6,%,2,actions,0,,,0,,,0,0
397782,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
397782,2,90,%,4,actions,0,,,0,,,0,0
397797,1,5,%,1,réserve légale,0,,,0,,,0,0
397813,1,5,%,1,réserve légale,0,,,0,,,0,0
397813,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397813,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
397813,2,90,%,4,actions,0,,,0,,,0,0
397828,1,5,%,1,réserve légale,0,,,0,,,0,0
397828,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397828,2,15,%,3,conseil d’administration,0,,,0,,,0,0
397828,2,85,%,4,actions,0,,,0,,,0,0
397845,1,5,%,1,réserve légale,0,,,0,,,0,0
397845,2,20,%,2,conseil,0,,,0,,,0,0
397845,2,80,%,3,actions,0,,,0,,,0,0
397863,1,5,%,1,réserve légale,0,,,0,,,0,0
397863,1,6,%,2,intérêt aux actions,0,aux actions sauf prélèvements pour fonds de prévoyance,True,0,,,0,0
397863,2,5,%,4,conseil d’administration,0,,,0,,,0,0
397863,2,20,%,5,parts de fondateur,0,,,0,,,0,0
397879,1,25,%,1,réserve,0,,,0,,,0,0
397892,1,5,%,1,réserve,0,,,0,,,0,0
397892,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397892,1,12,%,3,conseil,0,,,0,,,0,0
397892,1,12,%,4,directeur,0,,,0,,,0,0
397909,1,5,%,1,réserve légale,0,,,0,,,0,0
397909,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397909,2,10,%,3,conseil d’administration,0,,,0,,,0,0
397925,1,5,%,1,réserve légale,0,,,0,,,0,0
397925,1,5,%,2,actions de priorité,1,,,0,,,0,0
397925,2,19,%,3,actions de priorité,0,,,0,,,0,0
397925,3,5,%,4,intérêt aux actions,1,,,0,,,0,0
397925,3,19,%,5,actions ordinaires,0,,,0,,,0,0
397925,3,14,%,6,administrateurs,0,,,0,,,0,1
397925,3,5,%,7,conseil d’administration,0,,,0,,,0,0
397945,1,6,%,1,intérêt aux actions,1,,,0,,,0,0
397945,2,40,%,2,réserve,0,,,0,,,0,0
397945,2,10,%,3,conseil d’administration,0,,,0,,,0,0
397945,3,40,%,4,parts de fondateur,0,,,0,,,0,0
397945,3,60,%,5,actions,0,,,0,,,0,0
397966,1,5,%,1,réserve légale,0,,,0,,,0,0
397966,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397966,2,10,%,3,conseil d’administration,0,,,0,,,0,0
397966,2,90,%,4,actions,0,,,0,,,0,0
397981,1,5,%,1,réserve légale,0,,,0,,,0,0
397981,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
397981,2,5,%,3,conseil d’administration,0,,,0,,,0,0
397981,3,5,%,4,actions,0,,,0,,,0,0
397981,4,50,%,5,actions,0,,,0,,,0,0
397981,4,50,%,6,parts de fondateur,0,,,0,,,0,0
397999,1,5,%,1,réserve légale,0,,,0,,,0,0
397999,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
397999,2,15,%,3,conseil d’administration,0,,,0,,,0,0
398016,1,5,%,1,réserve légale,0,,,0,,,0,0
398016,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
398016,1,10,%,3,réserve,0,,,0,,au maximum pour la réserve extraordinaire,0,0
398016,2,7,%,4,conseil,0,,,0,,,0,0
398016,2,3,%,5,personnel,0,,,0,,,0,0
398016,2,75,%,6,actions,0,,,0,,,0,0
398016,2,15,%,7,parts de fondateur,0,,,0,,,0,0
398037,1,5,%,1,intérêt aux actions privilégiées,1,,,0,,,0,0
398037,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
398037,1,2,%,3,actions,1,,,0,,,1,0
398037,2,5,%,4,conseil d’administration,0,,,0,,,0,0
398037,2,45,%,5,parts de fondateur,0,,,0,,,0,0
398037,2,50,%,6,actions ordinaires,0,,,0,,,0,0
398057,1,5,%,1,réserve légale,0,,,0,,,0,0
398057,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
398057,2,10,%,3,conseil d’administration et au collège des commissaire,0,,,0,,,0,0
398057,3,50,%,4,actions de capital,0,,,0,,,0,0
398057,3,50,%,5,actions ordinaires,0,,,0,,,0,0
398057,3,,Francs,6,actions ordinaires,0,,,0,,,0,0
398076,1,5,%,1,réserve,0,,,0,,,0,0
398076,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
398076,2,20,%,3,réserve spéciale,0,,,0,,,0,0
398076,3,5,%,4,conseil d’administration,0,,,0,,,0,0
398076,3,5,%,5,actions,0,,,0,,,0,0
398076,4,50,%,6,actions,0,,,0,,,0,0
398076,4,50,%,7,parts de fondateur,0,,,0,,,0,0
398094,1,5,%,1,réserve légale,0,,,0,,,0,0
398094,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
398094,2,15,%,3,conseil d’administration,0,,,0,,,0,0
398094,2,5,%,4,personnel,0,,,0,,,0,0
398094,2,80,%,5,actions,0,,,0,,,0,0
398110,1,5,%,1,réserve légale,0,,,0,,,0,0
398110,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
398110,2,10,%,3,conseil,0,,,0,,,0,0
398110,2,45,%,4,actions,0,,,0,,,0,0
398110,2,45,%,5,parts de fondateur,0,,,0,,,0,0
398127,1,5,%,1,réserve légale,0,,,0,,,0,0
398127,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
398127,2,20,%,3,réserves spéciales,0,,,0,,,0,0
398127,3,10,%,4,Conseil d’administration,0,,,0,,,0,0
398127,3,90,%,5,actions,0,,,0,,,0,0
398144,1,5,%,1,réserve légale,0,,,0,,,0,0
398144,1,5,%,2,intérêt aux actions privilégiées,1,,,0,,,0,0
398144,1,5,%,3,intérêt aux actions,1,,,0,,,0,0
398144,1,600,Francs,4,réserve spéciale,0,,,0,,,0,0
398144,2,10,%,5,directeur,0,,,0,,,0,0
398144,2,10,%,6,conseil d’administration,0,,,0,,,0,0
398165,1,5,%,1,réserve légale,0,,,0,,,0,0
398165,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
398165,1,20,%,3,directeur,0,,,0,,au maximum au directeur,0,0
398165,1,5,%,4,conseil d’administration,0,,,0,,,0,0
398181,1,5,%,1,réserve légale,0,,,0,,,0,0
398181,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
398181,2,5,%,3,conseil d’administration,0,,,0,,,0,0
398181,2,20,%,4,directeur,0,,,0,,,0,0
398181,2,75,%,5,actions,0,,,0,,,0,0
398195,1,5,%,1,réserve légale,0,,,0,,,0,0
398195,1,4,%,2,intérêt aux actions,1,,,0,,,0,0
398195,2,20,%,3,conseil d’administration,0,,,0,,,0,0
398195,2,40,%,4,actions,0,,,0,,,0,0
398195,2,40,%,5,parts de fondateur,0,,,0,,,0,0
398214,1,5,%,1,réserve légale,0,,,0,,,0,0
398214,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
398214,1,10,%,3,conseil d’administration,0,,,0,,,0,0
398214,2,75,%,4,actions,0,,,0,,,0,0
398214,2,25,%,5,parts de fondateur,0,,,0,,,0,0
398229,1,5,%,1,réserve légale,0,,,0,,,0,0
398229,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
398229,2,15,%,3,conseil d’administration,0,,,0,,,0,0
398250,1,5,%,1,réserve légale,0,,,0,,,0,0
398250,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
398250,2,20,%,3,Conseil d’administration,0,,,0,,,0,0
398250,2,80,%,4,actions,0,,,0,,,0,0
398265,1,5,%,1,réserve légale,0,,,0,,,0,0
398265,2,3,%,2,conseil d’administration,0,,,0,,,0,0
398265,2,97,%,3,actions,0,,,0,,,0,0
398283,1,5,%,1,réserve légale,0,,,0,,,0,0
398283,2,90,%,2,parts bénéficiaires,0,,,0,,,0,0
398300,1,5,%,1,réserve légale,0,,,0,,,0,0
398300,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
398300,2,10,%,3,Conseil,0,,,0,,,0,0
398300,2,80,%,4,actions,0,,,0,,,0,0
398300,2,10,%,5,parts bénéficiaires,0,,,0,,,0,0
398318,1,10,%,1,réserve,0,,,0,,,0,0
398318,2,8,%,2,conseil d’administration,0,,,0,,,0,0
398337,1,10,%,1,directeur-gérant,0,,,0,,,0,0
398337,1,50,Francs,2,actions,0,,,0,,dividende aux actions décapitai et de jouissance jusqu’à concurrence de 50 francs par titre,0,0
398337,2,5,%,3,conseil de surveillance,0,,,0,,,0,0
398337,3,50,%,4,actions de capital et de jouissance,0,,,0,,,0,0
398361,1,10,%,1,réserve,0,,,0,,,0,0
398361,1,8,%,2,conseil,0,,,0,,,0,0
398379,1,5,%,1,conseil d’administration,0,,,0,,,0,0
398398,1,5,%,1,intérêt aux actions,1,,,0,,,0,0
398398,1,15,%,2,commissaires,0,,,0,,,0,0
398398,2,60,%,3,actions de capital,0,,,0,,,0,0
398398,2,40,%,4,actions de dividende,0,,,0,,,0,0
398414,1,5,%,1,réserve légale,0,,,0,,,0,0
398414,1,4,%,2,intérêt aux actions,1,,,0,,,0,0
398414,2,10,%,3,conseil d’administration,0,,,0,,,0,0
398429,1,5,%,1,réserve légale,0,,,0,,,0,0
398429,1,5,%,2,actions de capital,1,,,0,,,0,0
398429,1,10,%,3,administrateurs,0,,,0,,,0,0
398429,2,50,%,4,actions de capital,0,,,0,,,0,0
398429,2,50,%,5,actions de dividende,0,,,0,,,0,0
398429,2,5,Francs,6,actions de capital,0,,,0,,,0,0
398446,1,7,%,1,actions de préférence,1,,,0,,,0,0
398446,1,7,%,2,intérêt aux actions,1,,,0,,,0,0
398463,1,5,%,1,réserve,0,,,0,,,0,0
398463,2,5,%,2,intérêt aux actions,1,,,0,,,0,0
398463,3,10,%,3,conseil d’administration,0,,,0,,,0,0
398463,3,90,%,4,actions,0,,,0,,,0,0
398479,1,6,%,1,actions de préférence,1,,,0,,,0,0
398501,1,5,%,1,fonds de réserve,0,,,0,,,0,0
398501,1,5,%,2,intérêt aux actions privilégiées,1,,,0,,,0,0
398501,2,10,%,3,conseil d’administration,0,,,0,,,0,0
398518,1,5,%,1,réserve légale,0,,,0,,,0,0
398518,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
398518,1,12,%,3,conseil d’administration,0,,,0,,,0,0
398518,1,10,%,4,direction,0,,,0,,,0,0
398518,2,50,%,5,actions,0,,,0,,,0,0
398518,2,50,%,6,parts bénéficiaires,0,,,0,,,0,0
398535,1,5,%,1,réserve,0,,,0,,,0,0
398535,2,10,%,2,conseil d’administration,0,,,0,,,0,0
398575,1,5,%,1,réserve légale,0,,,0,,,0,0
398575,1,8,%,2,actions de préférence,1,,,0,,,0,0
398575,1,8,%,3,intérêt aux actions,1,,,0,,,0,0
398592,1,5,%,1,réserve légale,0,,,0,,,0,0
398592,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
398592,2,10,%,3,administrateurs,0,,,0,,,0,0
398592,2,5,%,4,Conseil d’administration,0,,,0,,,0,0
398607,1,5,%,1,réserve légale,0,,,0,,,0,0
398607,1,5,%,2,personnel,0,,,0,,,0,0
398620,1,10,%,1,réserve,0,,,0,,,0,0
398620,2,12,%,2,actions,0,,,0,,,0,0
398620,3,10,%,3,personnel,0,,,0,,,0,0
398620,3,90,%,4,actions,0,,,0,,,0,0
398641,1,5,%,1,réserve légale,0,,,0,,,0,0
398641,1,5,%,2,actions,1,,,0,,,0,0
398641,2,10,%,3,conseil,0,,,0,,,0,0
398641,2,90,%,4,actions,0,,,0,,,0,0
398658,1,8,%,1,actions de préférence,1,,,0,,,0,0
398658,1,4,%,2,intérêt aux actions,0,sauf prélèvement pour amortissements et réserves,True,0,,,0,0
398677,1,5,%,1,réserve légale,0,,,0,,,0,0
398677,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
398677,2,5,%,3,directeur,0,,,0,,,0,0
398677,2,5,%,4,directeur,0,,,0,,,0,0
